GRUP,OBJECTE,ÍTEM 1,ÍTEM 2,ÍTEM 3,ÍTEM 4,NOMBRE RESPOSTES,COMENTARI
DAM2B,MP07 - Desenvolupament d'interfícies,"4,29","2,71","4,71","4,14",14,"La rubrica no quedo clara y el echo de que los exámenes peses tanto te limita la practica luego ya que sacas la misma nota tengas un 2 que un 10 y eso desmotiva bastante, los exámenes demasiado complicados para lo que es la asignatura.
Molta carrega de treball, criteris de evaluació no molt logics, pero molt bona ajuda rebuda pel professor. 
problemas para conectar con la clase
No es la manera adecuada de puntuar ya que nos hace hacer una aplicación completa para que después no valga casi la nota, tengo un 9,6 en la app y mi nota es de 7 con la de horas que le hemos echado no es justo. Material obsoleto, constraint layouts, que es lo ultimo, no explicó.
Exámenes estúpidos que evalúan aspectos estúpidos, no son exámenes para comprobar si hemos aprendido, sino para saber si podemos tragarnos en unas horas toda la teoría y esculpirla. Clases mas practicas, no teorías de diapositivas constantemente. Método para evaluar injusto.
Las formas de evaluar no ayudan mucho al estudiante, todo y que la mayor nota es la parte practica, que me ha parecido muy util para aprender. Lo demas no creo que lo sea tanto.
El año pasado  Jose me sorprendio por lo poco que explicaba pero este año el Señor Daniel se ha hecho notar, por la falta de teoría y preocupación que ha habido durante el curso. Cuando crees que lo has visto todo te das cuenta que no.
La única manera de mejorar este modulo es, 1 cambiando el profesor y poner a uno competente que se preocupe por enseñar al alumno o 2 haciendo que el actual se aprenda el temario y de clase y no lo saque todo de tutoriales de google.
La teoría se basa en tutoriales en directo? Si va ha consistir en eso, grábalo en vídeo porque no todos tenemos velocidad en copiar y entender código, se necesita repetir varias veces el paso y entorpecerse te retrasa siendo imposible recuperar las distancias.
Su manera de evaluar es terriblemente complicada y parece hecha a mala fe, se a hablado con el varias veces y no lo entiende, pide cosas en la materia que ni le pertocan ni entiende. Como punto positivo cabe destacar que su asignatura a acabado la primera y ya somos libres :) 
Se ha pecado en esta asignatura de demasiada teoría, sería interesante de cara a próximos años, hacer más ejercicios prácticos, y que la teoría esté enfocada a explicar por qué se hacen las cosas así, y no a la historia de estas.
No sap explicar. A les tasques que mana per evaluar no hi ha un equilibri entre el que ell enseña o sap i entre el que demana. Quan li fem preguntes de backend no té ni idea i hauría de saber el que ens ha manat. Un desastre absolut i coneixement molt limitat. Canvi de professor.
No es normal que en una asignatura práctica al evaluar se tome más en cuenta un test que un entregable y pienso que está muy pero que muy mal ver que en tu clase haya una media en el primer examen de 6 y la hagas bajar a 4 o menos porque quieres.
Falta profesionalidad. ⇊ Falta conocimiento de front-end. ⇊ Ionic ⇊ Practicas Ineficientes. ⇊ Mala forma de evaluar. ( No se prioriza lo realmente importante que es aprender a hacer pantallas ). ⇊ 0 cocimiento de back-end. ⇊  Agradezco a 3os profesores por la ayuda en la materia."
DAM2B,MP08 - Programació multimèdia i dispositius mòbils,"9,57","9,57","9,93","9,86",14,"Todo genial muy buen profesor 
Gran profesor, libertad para elegir el tema a desarrollar y gran ayuda cuando la pides. Proporciona sus propios codigos y otras herramientas para desarrollar el trabajo.
Es una asignatura complica pero el professor ens ajuda moltissim. i ens facilita la informacio per comprendre.
Las clases son duras por el temario que hay que aprender, pero la ayuda que tienes del profesor en todo momento hace que no tengas ningún tipo de problema y facilita mucho el ir progresando paso a paso
gran profesor con ganas de enseñar, un 10
No se me ocurre nada para mejorar, el profesor sabe lo que hace en todo momento y siempre te ayuda cuando es necesario, las actividades estan muy bien para ir aprendiendo progresivamente.
Nada que objetar, no pongo dieces en todo porque creo que se puede ser algo mas exigente con la clase, pero puede que este equivocado. 
Muy buen profesor, se involucra mucho con los alumnos y lo consigue, hemos aprendido mucho.
Molaría mucho pararse a escribir comentarios en el código sobre que hace exactamente cada método. También se agradecería tener la teoría en vídeo porque algunos no pueden copiar al mismo ritmo y se pierden toda la clase, en consecuencia no se entiende nada 
PROFESORAZO. Junto con Fernando Porrino y Jordi, de lo mejor que hay. Nos resentimos un poco su ausencia al principio de curso, pero cuando vino, nos resolvió muchisimas dudas que teniamos sobre Android. (Que no eran pocas)
Molt content amb el módul, s'aprenen coses molt interesants i necessàries. Gràcies al Gerard, he pogut omplir forats que deixaben les explicacions del professor de M07 (Daniel Martínez), al qual per cert, podría donar-li unes classes de repás ja que les necessita realment. 
Uno de los mejores profesores del Puig.
Gran nivel el del professor.  Demasiado bueno con las notas.   Muchas gracias por tu esfuerzo."
DAM2B,MP09 -  Programació de serveis i processos,"7,00","8,21","7,57","6,86",14,"Es una buena idea el usar un entorno mucho mas util y preparado que el moodle, como es classroom, el problema es el tener que usar los dos. Adaptaria el cambio a clasroom todo. Quiza más practica a la hora de explicar segun que teoría. Buen metodo para evaluar.
Manera d´explicar molt monotona y aburrida, pero l´ajut del profe es molt bo, exercicis interesants per veure el funcionament del programa
buen profesor pero quiza por la complejidad de la asignatura , se ha hecho muy complicado seguir el hilo, los apuntes dificil de seguir y entender 
Positivo. - La escala de dificultad y las dimensiones de las tareas que se realizan en clase.  Negativo. - Los Apuntes de la IOC pueden llegar ser demasiado espesos para trabajar en clase. Aumentar la cantidad de esquemas, ppt, resúmenes para las clases. Gracias. 
Material del IOC muy pesado, obsoleto...Como tutor, no se interesa por el alumno...tuve problemas con un tema de prácticas y no vi ningún interés por su parte y mucho menos por parte de Jordi Farrero,se limitaba a decir que no podia hacer nada, cuando podría haber hecho mucho más
A la hora de explicar la teoría debería combinarse con practica para poder ir viendo y entendiendo como ejecutar lo que va explicando.
Las clases de teoría muy densas y poco ágiles, haría clases mas rápidas aunque luego no pareciese que están entendidas ya que cuando haces las clases prácticas se remata lo de la teoría.
Es una materia que cuesta un poco de entender en algunos aspectos pero el profesor siempre lo ha explicado de forma que lo pudieramos entender, las clases practicas ayudan mucho en estos temas.
Tanto el temario como el profesor son buenos, pero quiza la metodologia que usa se hace muy pesada de darnos la teoria de golpe y luego toda la practica es demasiado autodidacta, un poco mas de ayuda estaria bien, pero buen profesor!
Los apuntes del IOC son casi imposibles de leer enteros, también debería actualizarse el contenido. Por lo demás, se resuelven bien las dudas he incluso se recibe soporte extra si muestras motivación. El profesor incluso busca información extra para ayudarte en tu caso especifico
Podría haber unos pequeños resúmenes de los apuntes del IOC."
DAM2B,MP10 - Sistemes de gestió empresarial,"9,86","9,86","9,29","9,57",14,"Muy interesante el tema de los vídeos de la primera UF genial para estudiar y comprender-lo bien ya que los puedes visualizar cuando quieras y el reforzar lo explicado con el kahoot en clase para comentar dudas de lujo.
La metodología que se utiliza es muy correcta y facilita mucho el aprendizaje.
Pienso que para el temario que hay la forma de asimilar los conocimientos ha sido amena. Digo lo mismo que antes, no son dieces porque aun no ha descubierto la mejor manera, en cinco años serian perfectamente dieces creo. 
Gran profesor, clases amenas y entendibles. Carga de trabajo aceptable. Empezó con los vídeos de teoría para no tener que darla en clase, eso si, alguna vez paso que el vídeo se ponía tarde por así decirlo que ya si teniamos practicas no daba tiempo, a parte de eso perfecto todo.
Trobo a faltar mes ajuda per el funcionament de ODOO, es molt dificil trobar informació a internet, encara que el professor ens ha ajudat quan no sabiem per a on sortir
gran profesor con ganas y aptitudes para enseñar
Para ser una asignatura pesada la hace amena, el mejor profesor que he tenido en años!
Es una de las asignaturas que considero mas tediosas, pero aun asi el profesor consigue que sean entretenidas.
Con la asignatura, y con el profesor todo perfecto. Lo que estaría muy bien, es que en vez de usar Odoo, usaramos ERP's que copen la actualidad, ya que si alguien pretende dedicarse a ello, las empresas suelen utilizar sap, microsoft dynamics..
Tot perfecte, tot i ser un mòdul que a priori pot no semblar interessant, el Fernando ens deixa la seva màgia per evadir l'avorriment i fer que aprendre Odoo es torni interesant!. 
Mola mucho le repaso extra y las dudas resueltas en clase, la indagación en casos relacionados con el temario, como ejemplos de id's o explicación de puntos concisos(Ej:recolector basura Android). Sobretodo se agradecen los vídeos, lastima no haber tenido más
- Si es posible, ver mas ERP/ CRM (Dynamics CRM 365, tiene una version de 30 dias de prueba gratuitos).  - Odoo ⇩ - Practicas haciendo videotutoriales ⇧  Gracias por tu esfuerzo :')"
DAM2B,MP11 - Formació i orientació laboral,"10,00","10,00","10,00","10,00",1,
DAM2B,MP13 - Projecte de desenvolupament d'aplicacions multiplataforma,"5,64","5,64","7,64","5,09",11,"Esta asignatura es completamente autodidacta, no hay temario, no lo critico, pero estas preguntas no sirven para evaluar. 
De momento no ha explicado cosas para facilitarnos la progresión del proyecto. Para mejorar debería realizar mas asistencia de forma individual a los grupos que hay en clase en vez de estar toda la hora en el ordenador.
Apenas hemos hecho clase, solo con uno de los dos profesores que tenemos a cargo de tutor, digo lo mismo de antes para poder notar mejoría habría que poner a alguien que se preocupe por el alumno y tenga conocimiento, no puede ser que proponga cosas desorbitadas como tutor.
Acabem de començar el proyecte, pero si es cert, que el professor que mes ens pot ajudar m08 tenim poques hores (4) amb ell y el de m07 (5) ( part grafica de la app) en tenim moltes hores y no ens pot ajudar gaire de la part logica de la app que es el mes dificil.
Con Gerard genial, gran profesor. Con Dani recibimos lo justito como en sus clases, no tiene mucha idea, pero en el control de faltas es el mejor.
De cara al futuro, estaría muy bien tener diversos ejemplos de memórias, o ver los de los alumnos de años pasados. Te sirve para tener un ejemplo, y estructurar la tuya de forma correcta. Lo mejor del proyecto, es que llevas a práctica todo lo aprendido durante el curso.
Veo bien que se haga un proyecto final para ver lo que se ha aprendido, pero creo que no siempre se puede evaluar del todo segun que cosas en este tema, tener que organizarnos como una empresa lo veo excesivo para gente que esta aprendiendo.
No entenc és que possin a Daniel Martínez Cruz com a tutor de projectes quan no té ni idea de backend, i va molt just en coneixements que puguin servir d'ajuda. De moment no ha sigut capaç d'ajudarnos en res, em de consultar al Gerard sempre. 
Esta encuesta es temporal dado que solo llevamos el principio de este trimestre con el proyecto.
Teniendo grandes profesores con gran conocimiento y grandes capacidades en programación (que es en lo que se todos los proyectos). Tenemos como tutor a Daniel Martinez."
DAM2B,Tutoria 2n curs,"7,17","7,58","7,92","7,50",12,"Como tutor deja mucho que desear, no se interesa por el alumno y le da igual que tengas problemas...con lo que como tutor para mí ha sido decepcionante.
Res negatiu a dir, m´ha ajudat a solucionar un problema d´una nota que no comptaba que no tenia convalidada.
El profesor se ha preocupado por los alumnos de una forma muy correcta, y ha utilizado el grupo que tenemos por telegram para mantenernos informados de cualquier cosa.
Tampoco hemos hecho mucho tutoria pero cuando lo hemos necesitado a resuelto los problemas
El tutor Jordi ha estat atent, personalment vaig tenir un problema i a fet el possible per solucionar-lo.
Jordi siempre está atento de cualquier duda o problema que puedas tener para ayudarte y resolverlo.
No es pot dir que s'hagi dedicat temps a resoldre temes que puguin afectar a la classe."
SMX1A,MP01 - Muntatge i manteniment d'equips,"6,10","6,33","6,86","6,10",21,"Prefereixo l'anterior professor (Jorge Monserrat)
A aquesta assignatura crec que s'hauria d'afegir més practiques manuals, ja que crec que està bé fer la teoria però crec que amb cada exercici s'hauria de posar en pràctica l'après
És una bona professora i ajuda a tot el que pregunti."
SMX1A,MP02 - Sistemes operatius monolloc,"4,05","4,53","5,21","4,79",19,"La forma en la que explica
La forma d'explicar i impartir classe es millorable
Esta molt desorganitzat, no prepara les clases, no explica gens be
Cambiar el professor.
No  explica gens bé, no entenem mai el que diu el professor, a mes a mes ens fotra a nosaltres la culpa de que les seves classes siguin insoportables
Explicació excessiva, en una sessió de tres hores, pot estar explicant dues hores i mitja.
El professor d'aquesta assignatura no m'agrada gens ni mica, la seva manera d'explicar i fer las classes no em sembla la correcta. "
SMX1A,MP03 - Aplicacions ofimàtiques,"6,91","4,41","6,45","7,14",22,"És excessiu la norma de que si no treus un 5 o més d'un 5 al examen, no et fa mitjana, això en la meva opinió ho trobo una mica exagerat e injust. 
l'unica pega que li poso a aquesta asignatura es la manera d'evaluar.
El mètode d'avaluar els exàmens amb les pràctiques hauria de ser diferent.
Aquesta assignatura em sembla molt útil, la professora crec que fa molt bé el seu treball i la seva manera de fer les classes, d'explicar i de resoldre els dubtes es molt bona
El tutor no puntua bien los ejercicios, y cuando le mandas correos de una explicacion de por que tienes x nota o para que te aclare cualquier cosa no te responde
No m'agrada la seva manera d'avaluar les notes, tindria que canviar i bona professora.
La meva proposta és que s'hauria de valorar més les pràctiques, ja que un examen suspès es una UF suspesa, sense cap possibilitat de recuperar fins a juny i encara que haguis tingut bona nota en les pràctiques el màxim de nota si suspens es un 4."
SMX1A,MP05 - Xarxes locals,"5,61","5,52","6,78","6,35",23,"En Pau és bon professor però és molt canyer a l'hora de fer exercicis o qualsevol cosa(exàmens) i bona persona.
Massa practiques, però en general la metodologia d'impartir classe és bona
L' únic inconvenient es que no et deixa respirar ni temps per descansar una mica després d'una ativitat  
Aquesta assignatura está molt bé feta, el profesor explica bé, els powerpoints están ben fets i les seves classes estan ben estructurades.
El professor tindria que ser més organitzat i imposar més autoritat."
SMX1A,MP09 -  Formació i orientació laboral,"5,64","6,05","6,14","5,55",22,"Aquesta assignatura em sembla molt útil i pràctica, les classes son com tenen que ser molta teoria i explica d'una manera correcta"
SMX1A,MP11 - Anglès tècnic,"6,89","6,95","7,53","7,63",19," 
L'unica forma que fem classe es copiant i d'aquesta manera es molt dificil que t'enrecordis d'algunes coses
És molt bona professora però la manera de posar notes , no estic gaire d'acord.
Les classes son bones, pot ser es fa repetitiva pero es com té que ser, la profesora fa molt bé el seu treball i explica d'una manera molt correcta."
SMX1A,Tutoria 1r curs,"2,58","2,83","2,50",,12,"No ho fem gens
No realitzem una tutoria setmanal aprofita l'hora de tutoria per donar les seves classes 
A principi de curs vam substituir l'hora de tutoria per l'altre assignatura del professor (sistemes operatius)
Mai fem tutoria, aquest professor agafa la hora de tutoria per donar les seves classes
Utilitza les classes de tutoria per fer les seves classes, per tant no fem.
No fem tutoria"
SMX1B,MP01 - Muntatge i manteniment d'equips,"7,80","8,47","8,00","7,67",15,"Fes les classes mes interactives i menys teòrica. 
Falta fer més activitats grupals per millorar la interacció amb els companys.
Fer treballs més pràctics
classes mes practiques amb ordinadors i no solament escrivint!!!  "
SMX1B,MP02 - Sistemes operatius monolloc,"6,00","7,00","6,47","7,06",17,"Mes ordre i un altre forma de avalua. 
L'unic que no m'agrada es la forma d'explicar que te, i que els terminis d'entrega son molt ajustats.
Me entran ganas de dormir lo veo muy monotono
En la meva opinio, aquesta assignatura es molt dificil d'apendre ja que crec que el professor no sap explicar tot el que ell vol.
Explicarse mejor y tener mejores habitos a la hora de estar en clase"
SMX1B,MP03 - Aplicacions ofimàtiques,"9,07","6,33","8,00","8,73",15,"Que no haga examenes de la UFS, porque si en el examen lo suspendes, no te hace media con las practicas.
Això de que si suspens l'examen i encara havent entregat totes les practiques es suspengui al alumne no en sembla just. 
Aquesta assignatura m'agrada molt encara que la seva forma d'avaluar no m'agrada ja que si no aprovés l'examen tots els exercicis que hem fet no serveix per a res. "
SMX1B,MP05 - Xarxes locals,"7,31","6,25","7,44","7,12",16,"Que no ens tracti de robots, que si parlem una mica en beu baixa no ens fasi fora de clase.
classes mes practiques. Encara que la teoria son importants fer exemples i activitats  junts, s'aprèn mes, es millora la motivació de la classe i es fa menys pesat 
Fer una mica de més activitats de forma pràctica
Aquesta classe es fa molt pesada ya que no deixa fer res que no sigui treballar es problema de cada uno lo que haga mientras que hagas las practicas que mas da que hables un poco o estes con el movil
Massa canya i una evaluacio una mica desastrosa. 
M'ha tocat un examen que no deia res del que habiem, també la seva forma d'avaluar no m'agrada ja que si suspens l'examen els exercicis no aproves."
SMX1B,MP09 -  Formació i orientació laboral,"7,06","6,94","7,18","6,82",17,"Me parece una asignatura ridicula, que a la semana se te va a olvidar todo, si necesitas ayuda en tema de trabajo ya estan tus padres.
que la teoria estigui acompanyada de practiques, no solament teoria i examen"
SMX1B,MP11 - Anglès tècnic,"7,75","7,94","7,50","7,69",16,M'agrada aquesta assignatura per la ajuda que ens dona.
SMX1B,Tutoria 1r curs,"5,57","5,14","5,43",,14,"No fem tutoria
No fem tutoria.
Mes caràcter quan hi ha problemes a classe. Si algú no fa cas que se'n vagi fora  "
SMX1C,MP01 - Muntatge i manteniment d'equips,"8,00","7,92","7,77","8,08",13,"Ninguna objección todo perfecto (Viva España)
Treball perfecte, per dir alguna cosa a millorar es el contingut, podria ser una mica mes extens, però en general molt content, el millor professor del curs
Aquest professor explica molt bé es molt bon professor.
La teoria si podria ser més en presentacions que un document de molts fulls.
Millors ordinadors.
Ordenador nuevo
Que quan fem teoria i a la vegada es apliqui a practica. "
SMX1C,MP02 - Sistemes operatius monolloc,"4,91","6,09","6,18","6,09",11,"Aquest professor explica d'una manera que jo no entenc gairebe res.
Es una classe completament extensa, amb una relació entre el temps invertit i la productivitat molt baixa per l'alumne, explicacions extenses amb molt poc que aprofitar, en general poc productiu i molt pesat.
Alhora de fer una pràctica, especificar molt més el que és vol. Hi les comandes explicar amb les seves funcions en un document, per tal de nosaltres no equivocar-nos.
Crec que faltaria millorar la facilitat de donar apunts als estudiants, així hi tendríem molta mes capacitat d'estudiar sense problemes.
Tarda 20 minuts en passar la llista i no soluciona el problemes amb els companys, si un company fa travessures ell fa com si no vegues-si res
Que en el moodle, los ejercicios que ponga los comandos que necesitamos.
Que els exercicis estiguin millor fets.
de vegades s'he l'oblida algun punt de l'explicació de comanes i si ens em saltat algun punt que no ha explicat tenim que començar de nou l'exercici."
SMX1C,MP03 - Aplicacions ofimàtiques,"6,55","6,45","6,18","7,09",11,"Quan el professor explica, m'hi es molt difícil aprendre el diu o seguir el passos, això li passa a mes alumnes de la classe.
Classes molt pesades i amb explicacions poc productives, dues hores per explicar que al LibreOffice Calc pots variar el color de la cel·la i de la lletra i dos conceptes senzills, lamentable.
Les fonts son antigues i tarda en explica com es fan les coses.
tarda molt  l'hora d'explicar alguna qüestio que tens i que de vegades no l'hi diu res a algú company que la està liant a classe."
SMX1C,MP05 - Xarxes locals,"6,82","7,91","7,82","7,73",11,"Més pràctiques, que exercicis al moodle.
Quan necessites ajuda, a vegades t'ajuda pero la majoria de vegadas et diu, ''buscalo, informate es una cosa que teneis que informaros vosotros'' y por aixo li cridem perque no tenim ni idea i necessitem ajuda.
m'agradaria que ajudes una mica més a l'hora de preguntar-l'hi alguna cosa que no entenguéssim i no que ens digui que el tenim que buscar per internet
Penso que per millorar la classe hauria que variar la dinàmica, ser una mica mes flexible i fer una classe que fomenti a l'alumne, en general tot es correcte però el treball excessiu amb una explicació repetitiva es pot millorar. En general no està del tot malament.
Que ajudi mes i estem parlant baix i diu que baixem mes la veu
A l'hora de formular dubtes en comptes de dir que busquem a Internet ens ajudi
Que explique las cosas, cuando tenemos duda, no nos diga <Cuan corregim els ejercicis lo comentaremo>"
SMX1C,MP09 -  Formació i orientació laboral,"8,09","8,82","8,45","8,00",11,"explica molt depresa i de vegades no entenc el que diu per que parla massa rapit. 
Fer-ho més dinàmic a classe, per entendre i agafar molt més les idees.
Explica molt ràpid i es difícil a vegades entendre el que diu, i quan el tema es molt extens es un horror aprendre tot, perquè tinc que informar-me per internet, però es molt bona professora i es nota que sap molt del tema.  
Penso que en una visió objectiva la professora fa la seva funció de manera impecable i aquí el error es el meu interès a la assignatura.  Es errada meva ja que no e posat el iteres mínim per donar un rendiment optim, res per criticar. 
Que prepare uns apunts i examens per als estranjers"
SMX1C,MP11 - Anglès tècnic,"7,38","7,15","7,46","6,62",13,"Aquest professor sempre intenta fer les classes divertides, mai be desanimat, be sempre alegre i explica molt bé.
El llibre no la triat ell però es un llibre molt centrat en la informàtica seria mes important Angles en si.
Se que els professors han d'aplicar la seva classe amb uns mínims requerits, m'agradaria una classe diferent, ja que escriure l'anglès es relativament fàcil però parlar-lo no tant i es això el que tinc que aprendre, mes que una critica al professor, es una observació.  Good. "
SMX1C,Tutoria 1r curs,"6,80","6,00","5,70",,10,"Es molt bon tutor.
Sol donar-nos les informacions escolars una mica tard, quan queda poc temps.
No fa res es un gandul se equivoca en els dies de vaga!!!!!!!!!
No hemos hecho tutoria"
SMX2A,MP02 - Sistemes operatius monolloc,"3,00","4,80","6,00","4,40",5,"Se duerme en medio de clase,en los examenes prácticos cree que copio y no es así....
El professor tindria que ser més organitzat i imposar més autoritat a les classes."
SMX2A,MP04 - Sistemes operatius en xarxa,"6,67","6,80","7,27","6,73",15,"A mi, personalment m'agrada l'assignatura encara que de vegades em costa una mica, penso que la forma d'ensenyar del David és bona, està totalment atent de tota la classe, fent que més o menys anem tots al mateix ritme
Cambiar de profe.
Creo que no es muy bueno que simplemente sigamos los pasos de las actividades porque al final de la actividad simplemente no aprendemos demaciado 
Debería de poner todos los ejercicios del módulo disponibles para hacer, para así, los que han acabado los iniciales, no tengan que esperar a que los demás los acaben para ellos seguir continuando.
Debería poner ejercicios de mayor nivel para el grado en el que estamos.
El professor podria millorar la teoria de les UFs
No esta mal se le da muchisimo mejor que empresa."
SMX2A,MP06 - Seguretat informàtica,"6,65","5,35","6,94","6,76",17,"Tot ok
tot. OK 
A mi, personalment hem costa mol aquesta assignatura, i crec que es podria millorar molt, es cer que hi han practicàs, però conten molt poc comparats als exàmens teòrics
Que no nos ponga a estudiarnos casi siempre 40 paginas o mas para un examen y tambien que no nos dicten tanto que lo haga pero que tambien explique mas en la pizarra.
El professor no tindria que ser tant perfeccionista a l'hora de corregir es a dir, no donar per incorrecta una resposta només perquè no la contestes com la diu el professor.
Podría hacer más ejercicios siguiendo una pauta y no hacer tan teóricos los exámenes."
SMX2A,MP07 - Serveis de xarxa,"7,88","8,59","8,53","8,59",17,"хорошо Виктор
очень хорошо
tot хорошо
очень хорошо
Encara que a vegades no ajuda molt als alumnes, he aprés mes a aquesta assignatura que a altres, la forma de ensenya a mi, personalment m'agrada degut a que es dinàmic i ens hem ""de buscar la vida"" per solucionar els errors que apareixen
Ha de centrarse más
Creo que no deberia ir tan rapido cuando explica y cuando estamos haciendo alguna actividad y alguien necesita ayuda muchas veces le dice vuelve a repetirlo o empieza de 0 creo que esto no ayuda mucho al alumno a encontrar su error.
Debería de centrarse mas en lo que es la clase, las actividades y todo lo que trata el curso de SMX y no explicar tanto otras cosas relevantes que no vienen a cuento en el horario escolar.
El professor no es tindria que molestar tant a l'hora de repetir les explicacions.
Очень хорошо, Виктор, но иногда я не успеваю делать то, что вы объясняете в классе, и тогда я не могу заниматься дома. Твои экзамены очень трудные, потому что я обычно не успеваю закончить.
En la otra critica me equivocado. Hay una cosa que tiene que saber y es que se piensa que somos professionales y estamos aprendiendo y la otra critica es que el otro dia hizo un chiste tan malo que casi me da una infarto por lo menos habia matado 30 gatos y tres personas."
SMX2A,MP08 - Aplicacions web,"8,12","9,12","9,35","8,47",17,"tot ok rusben
Tot OK rusben!
Mejor profe en mucho tiempo
A mi, personalment m'agrada l'assignatura i com ell mateix ensenya, l'únic problema que veig es, que d'avegades es centra en un sector de la classe, fen que alguns no poden seguir degut a alguns problemes que apareixen
Ruben es un muy buen profesor para mi el unico ""fallo"" esque no explica muchas cosas antes de implementarlas al ejercicio y cuando explica lo hace muy rapido y aveces no me entero muy bien quizas es cosa mia solo pero por lo demas me parece un profesor 10 
01010100 01110101 00100000 01100001 01110011 01101001 01100111 01101110 01100001 01110100 01110101 01110010 01100001 00100000 01101101 01100101 00100000 01100111 01110101 01110011 01110100 01100001 00100000 01101101 01110101 01100011 01101000 01101111 
Me gusta mucho esta asignatura ademas lo que he aprendido me va a servir mucho para lo que quiero trabajar."
SMX2A,MP10 - Empresa i iniciativa emprenedora,"6,06","7,31","6,06","5,94",16,"tot ok
cambiar la manera de fer les clases, y fer treballs en grup
Clases més dinamiques
El metodo de enseñanza en esta clase no me gusta demaciado pues es seguir un a presentacion y la mayoria de las veces es por la mañana y eso causa que muchos de clase no presten mucha atencion y acaba siendo tedioso tanta informacion almenos para mi 
La forma de devaluar i la forma que ensenya es la mes correcta perquè es tot teòric, m'agrada i estic d'acord de que abans del propi examen es faci un exercici, així es pot practicar i estar atents per a l'examen
Podría tener más práctica que teoría, para que así no fuera tan pesada.
El problema que hay es que explica mucho y no hacemos casi nada practico y ademas es por la mañana y siempre casi me duermo.
El professor tindria que fer la mateixa quantitat de pràctica que de teoria."
SMX2A,MP12 - Síntesi,"6,85","7,46","7,08","6,00",13,"Esta correcto
No puc avaluar ho bé degut a que no hem fet molt i ara mateix estem començant
Deberiamos haber empezado hace bastante tiempo pero al parecer los profesores prefieren hacer su clase y no credito demanera que nosotros los alumnos vamos de culo haciendo el proyecto porque basicamente apenas hacemos 
Credito de sintesis, empieza tarde, 3 horas semanales, y los profes usan esas 3 horas para hacer su clase, no hay horas para hacerlo. Y lo hemos empezado hace 1 mes y en 1 mes más se acaba el curso. No hay tiempo para todo si van poniendo muchos examenes y actividades. 
Podríamos tener más horas para hacerlo en clase."
SMX2A,Tutoria 2n curs,"5,12","5,12","4,50","4,25",8,"No hay casi nada que mejorar.
no tenemos tutoria 
No tenemos tutoría 
no tenemos tutoria, estaria bien tener
A mi m'agrada la forma que escolta i explica el tutor, es cert que com es ""nou"" no te molta informació, però realment ell pregunta i a la vegada ens informa de qualsevol succés. 
estan mala la nota porque ni hacemos tutoria"
SMX2B,MP04 - Sistemes operatius en xarxa,"8,73","8,73","8,09","9,18",11,"No hay mucho para mejorar la verdad, es un buen profe y sus clases molan
Es un buen profesor .  
Més teoria.
Muchas practicas que explica de forma muy enrevessada cuando son más fáciles de lo que explica. Antes de los examenes un repaso no iría mal"
SMX2B,MP06 - Seguretat informàtica,"7,64","5,09","7,36","8,09",11,"La manera de evaluar que tiene, que todo dependa de un examen, no me gusta, pero por lo  demas es muy buen profe y explica muy bien
Res a milorar
seria menos estricto en los examenes, evaluaria un poco mejor y no suspendiendo una UF a alguien con un 4.75, por todo lo demas ok
Lo forma de evaluar no es tan adecuada ya que para nosotros los estudiantes complicado que todo dependa del examen.  Es un muy buen profe"
SMX2B,MP07 - Serveis de xarxa,"9,75","9,67","8,67","9,75",12,"Explica perfectamente todo, sabe tratar bien al alumno y no hace sus clases tan pesada como podria ser la materia, su manera de evaluar es buena y aprendes mucho con el. HarashO
Es muy buen profe y explica muy bien, con diferencia para mi la mejor clase que tenemos
Ochin Jarasho!
No hay nada que mejorar, uno de los mejores profesores que he tenido nunca."
